#Supplementary Table 11. Distribution of variants on chromosomes by cell line																		
#Note: We further removed 1042 variants tested from the experiments focusing on particular region on genome (positive variants :117, negative variants: 925)																		
#Before removal																		
#Positive variants																		
	Global		GM18507		HEK293T		HepG2		K562		K562 (GATA1)		NA12878, NA19239		Saos-2		SH-SY5H	
chr20	0	1.145486775	1.04E-99	1.858416081	1.38E-12	1.799117047	0	1.142928906	0	1.142716457	1.20E-21	0.018500077	4.63E-06	1.756379281	2.23E-18	3.5441946	0.019283826	0.211998844
chr21	6.60E-284	0.882222626	0.203118443	0.945185562	0.450575716	0.903647266	3.38E-283	0.882022661	2.81E-284	0.881810958	2.59E-16	0.024344344	0.052771655	0.673513982	1.28E-07	0	0.004733531	0
chr22	0	0.863861766	1.59E-37	1.552206526	4.05E-09	1.73027576	0	0.860137482	0	0.860898808	7.67E-30	3.272186159	1.46E-11	2.295243561	4.94E-08	0	1	0.925192883
chrX	0	0.555520968	0	0	5.15E-115	0	0	0.557770584	0	0.557736054	8.98E-58	0	1.18E-54	0	6.30E-24	0	4.59E-07	0.083440572
chrY	0	0	0	0	4.76E-43	0	0	0	0	0	4.92E-22	0	2.10E-20	0	3.95E-09	0	0.000898074	0
#																		
#After removal																		
#Positive variants																		
	Global		GM18507		HEK293T		HepG2		K562		K562 (GATA1)		NA12878, NA19239		Saos-2		SH-SY5H	
Chromosome	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio
chr1	1.34E-06	0.90 	0.065008522	0.86 	0.34444646	0.88 	5.05E-17	0.75 	0.729597873	0.99 	0.750756632	1.70 	0.710151364	1.05 	1	0.00 	1	0.44 
chr2	0.674378449	0.99 	1.33E-05	0.69 	0.94215601	1.02 	0.091944117	1.06 	0.656925631	0.98 	0.767960453	0.39 	5.35E-06	0.44 	1	0.00 	0.019497148	4.95 
chr3	0.001654876	0.93 	7.02E-10	0.54 	0.942520884	1.01 	0.456913781	0.97 	0.389285991	0.97 	0.86424937	0.49 	0.027369466	0.65 	0.624983311	7.28 	1	0.56 
chr4	0.633465181	0.99 	1.71E-05	0.66 	3.80E-07	0.42 	0.025879031	1.09 	0.389285991	1.03 	0.750756632	0.00 	0.032480301	0.66 	1	0.00 	0.921706093	1.90 
chr5	0.040137985	0.95 	0.000137859	0.69 	0.018559049	0.69 	0.953688529	1.00 	0.769008266	0.99 	0.750756632	0.00 	0.003498923	0.55 	1	0.00 	1	1.29 
chr6	8.68E-06	1.11 	0.040149477	0.81 	1.16E-09	1.99 	0.001553634	1.13 	0.001549066	1.11 	0.313307135	3.29 	0.043251095	1.37 	1	3.43 	1	0.00 
chr7	0.065413123	1.05 	0.619821461	0.95 	7.56E-07	0.39 	0.001553634	1.14 	0.045297599	1.07 	0.750756632	0.00 	0.592777531	0.87 	0.624983311	9.25 	1	0.71 
chr8	1.52E-09	1.16 	0.145155568	0.86 	0.0011959	1.53 	3.93E-05	1.18 	3.21E-07	1.19 	0.750756632	0.00 	0.546777267	0.84 	1	0.00 	0.796654952	2.52 
chr9	0.051452209	0.95 	0.05745394	0.81 	0.315105703	0.81 	0.185803754	0.94 	0.656925631	0.98 	0.750756632	0.00 	0.288153845	0.77 	1	0.00 	1	0.00 
chr10	3.49E-15	1.22 	0.001007754	0.68 	1.67E-09	2.09 	2.21E-15	1.36 	2.95E-05	1.16 	0.047764561	5.25 	0.710151364	0.91 	1	0.00 	1	0.00 
chr11	3.49E-06	1.13 	0.025926835	1.24 	0.942520884	1.02 	0.112852418	1.07 	0.004117427	1.11 	0.750756632	2.36 	0.017954183	1.51 	1	0.00 	0.796654952	2.75 
chr12	0.051452209	1.05 	0.079895003	0.82 	0.319689694	0.82 	0.473309062	1.04 	0.000825603	1.13 	0.750756632	1.53 	0.122644639	0.69 	1	0.00 	1	0.00 
chr13	2.94E-06	0.87 	6.30E-08	0.48 	0.028361105	0.64 	0.953688529	0.99 	0.023923617	0.91 	0.795859456	0.00 	2.62E-09	0.09 	1	0.00 	1	0.00 
chr14	0.001545925	0.90 	0.33602675	0.88 	0.012854835	0.58 	0.005101827	0.86 	0.486300886	0.97 	1	0.93 	0.648600587	0.87 	1	0.00 	1	0.00 
chr15	0.013284181	0.92 	0.006158641	0.69 	0.542643466	0.86 	0.168248329	1.07 	0.001121819	0.86 	0.795859456	0.00 	0.592777531	0.84 	1	0.00 	1	1.13 
chr16	2.56E-60	1.58 	2.25E-174	6.41 	0.001191821	1.68 	0.005646624	1.15 	4.53E-08	1.26 	0.795859456	1.11 	0.546777267	1.17 	1	0.00 	0.888515355	2.67 
chr17	3.42E-26	1.39 	9.85E-24	2.53 	3.92E-07	2.17 	0.006659565	1.16 	0.389285991	1.05 	0.373845467	3.99 	1.07E-81	8.70 	1	0.00 	1	0.00 
chr18	0.002683991	1.11 	0.040149477	0.73 	1	0.99 	0.00020178	1.22 	0.011827239	1.13 	0.750756632	2.67 	0.047607948	0.52 	1	0.00 	1	0.00 
chr19	4.13E-36	1.52 	5.84E-45	3.61 	0.001191821	1.82 	0.06634678	1.12 	1.12E-13	1.42 	0.767497349	1.57 	1.23E-16	3.83 	1	0.00 	1	0.00 
chr20	4.36E-15	1.32 	4.45E-05	1.65 	0.003936435	1.73 	7.55E-07	1.33 	2.81E-07	1.29 	0.767497349	1.61 	0.710151364	1.08 	0.926827311	9.65 	1	0.00 
chr21	0.014455444	0.89 	0.751197542	1.04 	0.218444402	0.63 	1	1.00 	0.015347287	0.85 	1	0.00 	0.30681519	0.62 	1	0.00 	1	0.00 
chr22	0.297642274	1.05 	6.70E-06	1.81 	8.93E-05	2.14 	0.681585176	1.03 	0.016661651	0.85 	1	0.00 	0.04071186	1.71 	1	0.00 	0.796654952	4.76 
chrX	1.57E-164	0.42 	1.70E-57	0.00 	3.10E-24	0.00 	1.66E-62	0.43 	4.60E-63	0.50 	0.750756632	0.00 	1.26E-17	0.00 	1	0.00 	1	0.00 
chrY	3.67E-289	0.00 	1.16E-21	0.00 	3.75E-09	0.00 	6.14E-117	0.00 	4.94E-159	0.00 	1	0.00 	1.34E-06	0.00 	1	0.00 	1	0.00 
#																		
#Negative variants																		
	Global		GM18507		HEK293T		HepG2		K562		K562 (GATA1)		NA12878, NA19239		Saos-2		SH-SY5H	
Chromosome	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio
chr1	4.39E-52	1.02 	5.11E-10	1.12 	2.16E-07	0.74 	1.44E-53	1.02 	5.86E-53	1.02 	0.000212472	0.74 	0.685784919	1.03 	0.0005543	0.64 	0.262992764	0.78 
chr2	1.60E-44	1.02 	0.001016399	0.94 	0.329448882	0.95 	5.19E-45	1.02 	1.38E-44	1.02 	1.37E-43	0.20 	3.87E-14	0.49 	3.20E-16	0.24 	2.01E-11	2.61 
chr3	2.27E-286	1.06 	1.70E-15	0.84 	1.18E-07	1.33 	2.91E-295	1.06 	2.25E-294	1.06 	0.004575525	0.78 	1.28E-06	0.62 	9.96E-42	3.37 	0.000898074	1.79 
chr4	0	1.07 	8.97E-94	0.61 	1.64E-17	0.55 	0	1.08 	0	1.08 	3.58E-07	0.61 	1.18E-05	0.65 	8.53E-25	0.04 	0.016589889	0.52 
chr5	2.27E-57	1.03 	2.94E-19	0.81 	0.000667655	0.80 	1.98E-60	1.03 	1.01E-59	1.03 	2.55E-67	0.00 	1.29E-08	0.55 	6.27E-08	0.38 	0.019283826	1.55 
chr6	0	1.11 	0.66766992	0.99 	3.02E-79	2.44 	0	1.11 	0	1.11 	5.64E-36	2.33 	0.010134441	1.25 	3.53E-50	3.91 	0.213857954	0.70 
chr7	0	1.10 	0.002615733	0.93 	2.05E-18	0.50 	0	1.10 	0	1.10 	6.12E-29	0.20 	0.361177004	1.09 	6.35E-56	4.28 	2.00E-06	2.32 
chr8	0	1.15 	3.94E-21	0.78 	1.56E-22	1.73 	0	1.15 	0	1.15 	0.287959991	0.90 	7.76E-09	0.49 	0.565547121	1.08 	0.019283826	1.62 
chr9	6.66E-195	0.94 	2.56E-18	0.80 	0.01369913	0.84 	4.41E-189	0.94 	2.46E-190	0.94 	4.40E-27	0.19 	1.48E-05	0.60 	1.78E-14	0.12 	0.002045874	0.33 
chr10	0	1.13 	0.570629028	0.98 	3.46E-22	1.76 	0	1.13 	0	1.13 	1.46E-63	3.16 	0.220779269	0.86 	7.12E-21	0.00 	0.016589889	0.44 
chr11	0	1.12 	3.44E-12	1.18 	0.224446168	1.09 	0	1.12 	0	1.12 	1.43E-13	1.82 	0.010044535	1.28 	9.11E-18	0.04 	0.006353034	1.77 
chr12	0	1.10 	0.087914456	0.96 	0.000533042	0.76 	0	1.10 	0	1.10 	0.128050933	0.85 	1	0.99 	7.93E-18	2.64 	0.42626346	0.75 
chr13	0	0.88 	2.73E-73	0.56 	5.59E-06	0.68 	0	0.88 	0	0.88 	7.87E-43	0.00 	5.60E-15	0.29 	1.13E-07	0.27 	5.62E-07	0.00 
chr14	0	0.90 	0.001881504	0.91 	2.01E-12	0.51 	0	0.90 	0	0.90 	7.05E-07	0.51 	0.027831045	0.75 	2.32E-05	0.37 	0.662348439	0.82 
chr15	0	0.91 	2.14E-06	0.87 	0.613919732	1.04 	0	0.91 	0	0.91 	2.62E-52	3.21 	0.58516325	1.07 	4.70E-05	1.78 	0.371195066	1.27 
chr16	0	1.11 	0	3.97 	4.25E-05	1.37 	0	1.11 	0	1.11 	0.077024185	1.22 	9.27E-05	1.52 	1.55E-06	0.25 	0.660401473	1.13 
chr17	5.48E-181	1.08 	3.42E-183	2.06 	0.000536157	1.33 	7.82E-149	1.07 	3.84E-154	1.07 	4.95E-109	5.13 	2.07E-228	8.31 	0.000427421	0.38 	5.40E-05	0.00 
chr18	0	1.12 	8.59E-14	0.77 	0.011279829	1.24 	0	1.12 	0	1.12 	1.71E-07	1.74 	1.18E-05	0.48 	3.83E-12	0.00 	1	0.96 
chr19	0	1.12 	7.50E-218	2.33 	0.006427642	0.73 	0	1.12 	0	1.12 	1.37E-11	2.09 	2.25E-26	2.92 	0.00196951	0.39 	0.046445726	0.31 
chr20	0	1.15 	1.02E-99	1.86 	1.35E-12	1.80 	0	1.14 	0	1.14 	1.20E-21	0.02 	4.63E-06	1.76 	2.23E-18	3.54 	0.019283826	0.21 
chr21	1.99E-283	0.88 	0.203098707	0.95 	0.450497762	0.90 	5.76E-283	0.88 	4.97E-284	0.88 	2.59E-16	0.02 	0.052771655	0.67 	1.28E-07	0.00 	0.004733531	0.00 
chr22	0	0.86 	1.58E-37	1.55 	2.98E-09	1.73 	0	0.86 	0	0.86 	7.67E-30	3.27 	1.46E-11	2.30 	4.94E-08	0.00 	1	0.93 
chrX	0	0.56 	0	0.00 	5.03E-115	0.00 	0	0.56 	0	0.56 	8.98E-58	0.00 	1.18E-54	0.00 	6.30E-24	0.00 	4.59E-07	0.08 
chrY	0	0.00 	0	0.00 	4.60E-43	0.00 	0	0.00 	0	0.00 	4.92E-22	0.00 	2.10E-20	0.00 	3.95E-09	0.00 	0.000898074	0.00 
